KAJ8019408	XP_030852855
KAJ8027262	XP_030851263
KAJ8027294	XP_030850772
KAJ8027358	XP_030850811
KAJ8027390	XP_030832649
KAJ8027454	XP_030851337
KAJ8027486	XP_030850468
KAJ8027518	XP_784732
KAJ8027582	XP_030851029
KAJ8027646	XP_030850642
KAJ8027710	XP_030836109
KAJ8027806	XP_011684168
KAJ8028126	XP_030836561
KAJ8028222	XP_030836908
KAJ8028414	XP_030847792
KAJ8028478	XP_030840124
KAJ8028510	XP_030836508
KAJ8028542	XP_030836829
KAJ8028574	XP_030837149
KAJ8028702	XP_791226
KAJ8028926	XP_030832781
KAJ8028990	XP_030832482
KAJ8029054	XP_787697
KAJ8029086	XP_783375
KAJ8029118	XP_030832270
KAJ8029150	XP_030832126
KAJ8029182	XP_781229
KAJ8029246	XP_030832282
KAJ8029310	XP_030832938
KAJ8029406	XP_030832488
KAJ8029470	XP_011666306
KAJ8029502	XP_030833049
KAJ8029662	XP_003726389
KAJ8029694	XP_030832430
KAJ8029822	XP_030832378
KAJ8029854	XP_011672923
KAJ8029950	XP_011675816
KAJ8029982	XP_030832433
KAJ8030046	XP_786904
KAJ8030206	XP_781742
KAJ8030430	XP_011678632
KAJ8030462	XP_785082
KAJ8030558	XP_791681
KAJ8030622	XP_011668986
KAJ8030654	XP_003724467
KAJ8030686	XP_011664698
KAJ8030750	XP_030838112
KAJ8030814	XP_030837470
KAJ8030846	XP_796001
KAJ8030942	NP_999638
KAJ8031006	XP_001180232
KAJ8031198	XP_030837351
KAJ8031230	XP_011665488
KAJ8031326	XP_030837845
KAJ8031518	XP_030843811
KAJ8031774	XP_786645
KAJ8031838	XP_003729788
KAJ8031870	XP_030843791
KAJ8031902	XP_030844526
KAJ8032350	XP_030844464
KAJ8032382	XP_030843900
KAJ8032446	XP_030844227
KAJ8032542	XP_030850086
KAJ8032830	XP_030840826
KAJ8032958	XP_030836154
KAJ8032990	XP_030853716
KAJ8033086	XP_030838574
KAJ8033150	XP_030839319
KAJ8033694	XP_030838692
KAJ8033726	XP_030838673
KAJ8034078	XP_030838578
KAJ8034270	XP_030834040
KAJ8034462	XP_030833356
KAJ8034590	XP_030833404
KAJ8034686	XP_799142
KAJ8034814	XP_030833557
KAJ8035326	XP_030834050
KAJ8035518	XP_030828647
KAJ8035614	XP_001197321
KAJ8035646	XP_787261
KAJ8035838	XP_011665926
KAJ8036126	XP_030840497
KAJ8036158	XP_030841675
KAJ8036286	XP_030856027
KAJ8036350	XP_030829077
KAJ8036382	XP_030828982
KAJ8036414	XP_030855770
KAJ8036478	XP_011664018
KAJ8036606	XP_786407
KAJ8036766	XP_030854615
KAJ8036798	XP_030842077
KAJ8036830	XP_030847154
KAJ8036894	XP_030847747
KAJ8036926	XP_030840713
KAJ8037054	XP_003727400
KAJ8037086	XP_011673463
KAJ8037310	XP_794465
KAJ8037342	XP_786809
KAJ8037438	XP_030840517
KAJ8037502	XP_011667976
KAJ8037566	XP_030840683
KAJ8037630	XP_030840747
KAJ8037662	XP_030839765
KAJ8037790	XP_030840475
KAJ8037886	XP_030839949
KAJ8038014	XP_011681897
KAJ8038046	XP_792609
KAJ8038270	XP_030844861
KAJ8038686	XP_786100
KAJ8038718	XP_797434
KAJ8038814	XP_030853540
KAJ8038846	XP_030853251
KAJ8038878	XP_011667584
KAJ8038910	XP_030853928
KAJ8039070	XP_030853982
KAJ8039102	XP_030853506
KAJ8039134	XP_030853269
KAJ8039198	XP_011675548
KAJ8039262	XP_030852948
KAJ8039390	XP_011671430
KAJ8039422	XP_030852870
KAJ8039454	XP_030853312
KAJ8039550	XP_030853342
KAJ8039934	XP_030852694
KAJ8039966	XP_030852049
KAJ8040062	XP_030852332
KAJ8040094	XP_799208
KAJ8040254	XP_796231
KAJ8040318	XP_030852115
KAJ8040350	XP_030852035
KAJ8040414	XP_784308
KAJ8040510	XP_030836020
KAJ8040574	XP_030850739
KAJ8040798	XP_030851909
KAJ8040862	XP_030839042
KAJ8041054	XP_030831770
KAJ8041150	XP_003724789
KAJ8041182	XP_030831503
KAJ8041310	XP_030831644
KAJ8041374	XP_785584
KAJ8041630	XP_782526
KAJ8041662	XP_001198755
KAJ8041694	XP_780647
KAJ8041726	XP_030831035
KAJ8041822	XP_784749
KAJ8041854	XP_797859
KAJ8041982	XP_030831412
KAJ8042142	XP_030830919
KAJ8042270	XP_030831043
KAJ8042302	XP_782176
KAJ8042526	XP_030831756
KAJ8042686	XP_003726383
KAJ8042782	XP_797656
KAJ8042910	XP_001200412
KAJ8042974	XP_030839948
KAJ8043326	XP_003729480
KAJ8043422	XP_786791
KAJ8043518	XP_030847559
KAJ8043582	XP_030848215
KAJ8043678	XP_030848020
KAJ8043806	XP_030847945
KAJ8043902	XP_798848
KAJ8043934	XP_030847897
KAJ8044062	XP_030847765
KAJ8044190	XP_030847790
KAJ8044254	XP_011678541
KAJ8044286	XP_030830683
KAJ8044350	XP_030854619
KAJ8044414	XP_797510
KAJ8044446	XP_799980
KAJ8044542	XP_030855331
KAJ8044574	XP_792358
KAJ8044606	XP_793475
KAJ8044638	XP_030854492
KAJ8044734	XP_011675191
KAJ8044766	XP_003728834
KAJ8044798	XP_030855328
KAJ8044830	XP_030855075
KAJ8044958	NP_999793
KAJ8044990	XP_011661487
KAJ8045022	XP_030854503
KAJ8045054	XP_030855313
KAJ8045214	XP_796711
KAJ8045310	NP_001268684
KAJ8045374	XP_003730463
KAJ8045438	XP_030854599
KAJ8045598	XP_030855032
KAJ8045694	XP_003726480
KAJ8045726	XP_001194225
KAJ8045758	XP_800108
KAJ8045790	XP_011671252
KAJ8045886	XP_030854758
KAJ8045918	NP_001229594
KAJ8046014	XP_780937
KAJ8046046	XP_783506
KAJ8046078	XP_790578
KAJ8046334	XP_030828619
KAJ8046398	XP_011682121
KAJ8046494	XP_011678807
KAJ8046526	XP_030829407
KAJ8046686	XP_030838929
KAJ8046750	XP_798124
KAJ8046942	XP_030855782
KAJ8047070	XP_030855876
KAJ8047102	XP_030832184
KAJ8047134	XP_786292
KAJ8047198	NP_001118235
KAJ8047262	XP_030828380
KAJ8047294	XP_030828346
KAJ8047390	XP_784737
KAJ8047422	XP_011662720
KAJ8047454	XP_030828718
KAJ8047518	XP_011676606
KAJ8047614	XP_003731874
KAJ8047646	XP_011662351
KAJ8047742	XP_030842845
KAJ8047838	XP_030828565
KAJ8047870	XP_790590
KAJ8047998	XP_030849446
KAJ8048286	XP_030853297
KAJ8048542	XP_030832199
KAJ8048638	XP_011677896
KAJ8048798	XP_003723518
KAJ8049022	XP_030843416
KAJ8049598	XP_030856191
KAJ8049630	XP_030841063
KAJ8049758	XP_030848997
KAJ8049790	XP_030849316
KAJ8050686	XP_783052
KAJ8050814	XP_030849416
KAJ8050942	XP_030848922
KAJ8017471	XP_030856215
KAJ8017759	XP_030837594
KAJ8018527	XP_030851894
KAJ8019103	XP_030855233
KAJ8019423	XP_030830432
KAJ8019679	XP_789564
KAJ8019711	XP_798986
KAJ8019839	XP_797590
KAJ8019935	NP_001073019
KAJ8020287	XP_011673723
KAJ8020319	XP_030830644
KAJ8020479	XP_030829947
KAJ8020511	XP_011662284
KAJ8020543	XP_030830794
KAJ8020767	XP_030830696
KAJ8020799	XP_030830805
KAJ8020895	XP_030831618
KAJ8020959	XP_030830801
KAJ8020991	XP_001199738
KAJ8021151	XP_792986
KAJ8021183	XP_030830475
KAJ8021247	XP_030842653
KAJ8021311	XP_030842961
KAJ8021471	XP_030842658
KAJ8021503	XP_030843356
KAJ8021567	XP_030843377
KAJ8021695	XP_030849808
KAJ8021759	XP_030843009
KAJ8021983	XP_030843062
KAJ8022047	XP_011664743
KAJ8022335	XP_030835593
KAJ8022431	XP_011662385
KAJ8022463	XP_030835803
KAJ8022527	XP_011683447
KAJ8022687	XP_788526
KAJ8022815	XP_780908
KAJ8022911	XP_030834904
KAJ8023071	XP_030835165
KAJ8023103	XP_030835119
KAJ8023359	XP_001178934
KAJ8023679	XP_030845169
KAJ8023711	XP_030844889
KAJ8024159	XP_030845377
KAJ8024287	XP_030845571
KAJ8024479	XP_030831768
KAJ8024575	XP_030845921
KAJ8024703	XP_030845870
KAJ8024767	XP_001201921
KAJ8024799	XP_786522
KAJ8024831	XP_030846638
KAJ8024927	XP_030846759
KAJ8024991	XP_003723867
KAJ8025087	XP_030845991
KAJ8025311	XP_030845927
KAJ8025407	XP_780920
KAJ8025439	XP_030841143
KAJ8025567	XP_030841354
KAJ8025759	XP_030841870
KAJ8025855	XP_791639
KAJ8025887	XP_030842005
KAJ8025919	XP_786512
KAJ8026047	XP_003723891
KAJ8026079	XP_030842282
KAJ8026111	XP_030842211
KAJ8026143	XP_030841599
KAJ8026175	XP_030841335
KAJ8026239	XP_030841947
KAJ8026367	XP_788310
KAJ8026463	XP_030850695
KAJ8026495	XP_011684103
KAJ8026559	XP_030850217
KAJ8026847	XP_793341
KAJ8026911	XP_030850619
KAJ8026943	XP_030850464
KAJ8027135	XP_030850456
KAJ8027455	XP_030850798
KAJ8027519	XP_030850781
KAJ8027583	NP_999779
KAJ8027647	XP_030851287
KAJ8027743	XP_030843794
KAJ8027935	XP_030837197
KAJ8027999	XP_030836569
KAJ8028063	XP_030836803
KAJ8028127	XP_783573
KAJ8028191	XP_030836496
KAJ8028223	XP_030836587
KAJ8028255	XP_030836296
KAJ8028351	XP_030836999
KAJ8028383	XP_030836198
KAJ8028479	XP_030836824
KAJ8028511	XP_030836544
KAJ8028575	XP_791938
KAJ8028607	XP_030836495
KAJ8028671	XP_030836679
KAJ8028703	XP_003723318
KAJ8028735	XP_030837156
KAJ8028799	XP_030836088
KAJ8028863	XP_030832620
KAJ8028991	XP_030833304
KAJ8029055	XP_800329
KAJ8029087	XP_030832711
KAJ8029119	XP_030832797
KAJ8029183	XP_030832659
KAJ8029215	XP_780499
KAJ8029247	XP_011662193
KAJ8029279	XP_799974
KAJ8029311	XP_030845993
KAJ8029375	XP_030832374
KAJ8029471	XP_030833008
KAJ8029503	XP_030833071
KAJ8029567	XP_030832723
KAJ8029599	XP_782307
KAJ8029663	XP_784123
KAJ8029791	XP_030833000
KAJ8029823	XP_791553
KAJ8029855	XP_030832558
KAJ8029887	XP_011678057
KAJ8029951	XP_030832356
KAJ8030047	XP_030832931
KAJ8030175	XP_030837782
KAJ8030431	XP_030837586
KAJ8030527	XP_030837819
KAJ8030623	XP_800444
KAJ8030655	XP_030837397
KAJ8030751	XP_003730214
KAJ8030783	XP_786753
KAJ8030847	XP_011664357
KAJ8030911	XP_030837269
KAJ8030943	XP_030837980
KAJ8030975	XP_011664992
KAJ8031071	XP_030838120
KAJ8031199	XP_030837838
KAJ8031295	XP_030838242
KAJ8031359	XP_030837554
KAJ8031743	XP_011664140
KAJ8031839	XP_030844369
KAJ8032031	XP_030843866
KAJ8032607	XP_030844021
KAJ8032799	XP_030838756
KAJ8032863	XP_030839320
KAJ8032895	XP_030839072
KAJ8032927	XP_030838991
KAJ8032959	XP_780735
KAJ8033087	XP_030839409
KAJ8033695	XP_030839041
KAJ8033727	XP_796032
KAJ8033887	XP_030839289
KAJ8034303	XP_030834365
KAJ8034399	XP_030833617
KAJ8034911	XP_003724833
KAJ8035519	XP_003725203
KAJ8035583	XP_030827983
KAJ8035615	XP_030829063
KAJ8035807	XP_030856300
KAJ8035839	XP_003727322
KAJ8035871	XP_030855920
KAJ8035967	XP_030856131
KAJ8035999	XP_003728611
KAJ8036063	XP_030828272
KAJ8036127	XP_030827818
KAJ8036351	XP_011668882
KAJ8036479	XP_785185
KAJ8036607	XP_786458
KAJ8036639	XP_003725206
KAJ8036671	XP_798364
KAJ8036767	XP_030847363
KAJ8036799	XP_030842049
KAJ8036831	XP_030847557
KAJ8037055	XP_780700
KAJ8037087	XP_030839757
KAJ8037119	XP_030840366
KAJ8037247	XP_003730937
KAJ8037343	XP_800004
KAJ8037375	XP_030839769
KAJ8037407	XP_011678761
KAJ8037503	XP_030839864
KAJ8037599	XP_011661210
KAJ8037631	XP_796819
KAJ8037791	XP_030839875
KAJ8037887	XP_030828317
KAJ8038079	XP_030840139
KAJ8038207	XP_030853357
KAJ8038399	XP_030833408
KAJ8038783	XP_011679107
KAJ8038815	XP_030853574
KAJ8038911	XP_030847402
KAJ8038975	XP_030853466
KAJ8039135	XP_030853267
KAJ8039423	XP_030853099
KAJ8039487	XP_011661348
KAJ8039615	XP_030851655
KAJ8039679	XP_030854186
KAJ8039871	XP_030830383
KAJ8039935	XP_030852733
KAJ8039967	XP_030851911
KAJ8040063	XP_030851560
KAJ8040159	XP_003730966
KAJ8040255	XP_030852324
KAJ8040607	XP_030851981
KAJ8040735	XP_786199
KAJ8040799	XP_030852353
KAJ8040927	XP_797869
KAJ8041055	XP_030831073
KAJ8041183	XP_030836007
KAJ8041215	XP_795580
KAJ8041247	NP_001001474
KAJ8041599	XP_030831639
KAJ8041727	XP_782490
KAJ8041759	XP_030831021
KAJ8041983	XP_011664387
KAJ8042015	XP_030830944
KAJ8042079	XP_780036
KAJ8042111	XP_030831555
KAJ8044642	XP_011681636
KAJ8044674	XP_030854331
KAJ8044802	XP_030854344
KAJ8044994	XP_030854569
KAJ8045090	XP_780930
KAJ8045122	XP_781624
KAJ8045250	XP_030855472
KAJ8045410	XP_030849258
KAJ8045506	XP_030854188
KAJ8045538	XP_003725799
KAJ8038754	XP_030853847
KAJ8038786	XP_011670866
KAJ8038818	XP_011664132
KAJ8038882	XP_793697
KAJ8038978	XP_030853568
KAJ8039074	XP_001200128
KAJ8039106	XP_030853686
KAJ8038082	XP_030842277
KAJ8037666	XP_030840058
KAJ8037762	XP_030839915
KAJ8037794	XP_011676173
KAJ8037858	XP_782786
KAJ8037282	XP_011673506
KAJ8037346	XP_030840098
KAJ8037378	XP_030839983
KAJ8037410	XP_030847376
KAJ8037474	XP_030840244
KAJ8037506	XP_030839766
KAJ8036738	XP_011679757
KAJ8036898	XP_795841
KAJ8029071	XP_030854481
KAJ8029199	XP_030832538
KAJ8029359	XP_030832306
KAJ8027823	XP_030837006
KAJ8027887	XP_030837055
KAJ8027983	XP_794991
KAJ8026191	XP_030842281
KAJ8026223	XP_030848447
KAJ8026287	XP_030841308
KAJ8026351	XP_030841657
KAJ8026479	XP_030840363
KAJ8046207	XP_011681031
KAJ8046335	NP_999687
KAJ8046527	XP_030828786
KAJ8046559	XP_030856100
KAJ8046623	XP_011674895
KAJ8046719	XP_030836504
KAJ8046751	XP_791518
KAJ8046911	XP_003727956
KAJ8047071	XP_797599
KAJ8047167	XP_030828686
KAJ8047263	XP_030828071
KAJ8047295	XP_011668495
KAJ8047455	XP_030855780
KAJ8047551	XP_030838659
KAJ8047743	XP_030828412
KAJ8047807	XP_030829031
KAJ8047903	XP_030848755
KAJ8048063	XP_030837337
KAJ8048927	XP_030849246
KAJ8049439	XP_030849188
KAJ8049759	NP_999824
KAJ8050111	XP_030849431
KAJ8050271	XP_011673985
KAJ8050431	XP_030848674
KAJ8050495	XP_011671010
KAJ8050847	XP_030849721
KAJ8021059	XP_003723283
KAJ8021187	XP_011679192
KAJ8021315	XP_030842963
KAJ8021379	XP_030842639
KAJ8021411	XP_030842503
KAJ8021443	XP_030843027
KAJ8021507	XP_030842779
KAJ8021731	XP_030840749
KAJ8021795	XP_030842850
KAJ8021859	XP_030842709
KAJ8021987	XP_030842735
KAJ8022051	XP_030843280
KAJ8022147	XP_030835068
KAJ8029126	XP_030832740
KAJ8019683	XP_030829958
KAJ8017667	XP_785518
KAJ8049730	XP_030848819
KAJ8049794	XP_011665435
KAJ8031654	XP_030843579
KAJ8031878	XP_030844019
KAJ8031974	XP_030846809
KAJ8032006	XP_030844514
KAJ8032102	XP_030844508
KAJ8032262	XP_030849315
KAJ8032358	XP_030843770
KAJ8032550	XP_001183487
KAJ8032806	XP_030839122
KAJ8032870	XP_030852585
KAJ8032966	XP_030838960
KAJ8033222	XP_011682815
KAJ8023715	XP_003730859
KAJ8023747	XP_030845497
KAJ8022691	XP_030835231
KAJ8022723	XP_030834964
KAJ8022755	XP_030835409
KAJ8029190	XP_781040
KAJ8028998	XP_011672004
KAJ8030502	XP_011682259
KAJ8017536	XP_030836082
KAJ8017888	XP_030845644
KAJ8018464	XP_011677843
KAJ8019424	XP_794984
KAJ8019584	XP_011664244
KAJ8019680	XP_795517
KAJ8020064	XP_030830721
KAJ8020160	XP_011679821
KAJ8020192	XP_790921
KAJ8020256	XP_030829523
KAJ8020320	XP_030830127
KAJ8020352	XP_030829982
KAJ8020512	XP_030837061
KAJ8020672	XP_030840005
KAJ8020768	XP_003730527
KAJ8020800	XP_787021
KAJ8020928	XP_797255
KAJ8020960	XP_030830630
KAJ8020992	XP_030843226
KAJ8021024	XP_030829661
KAJ8021120	XP_786900
KAJ8021312	XP_030842393
KAJ8021440	XP_030843034
KAJ8021472	XP_030843178
KAJ8021568	XP_011671706
KAJ8021952	XP_030848851
KAJ8022016	XP_781724
KAJ8022208	XP_795859
KAJ8022336	NP_999759
KAJ8022432	XP_030835823
KAJ8022464	XP_030835042
KAJ8022528	XP_030836000
KAJ8022592	XP_030835539
KAJ8022688	XP_003728452
KAJ8022752	XP_030835183
KAJ8022912	XP_030834970
KAJ8023104	XP_011671261
KAJ8023136	XP_003729524
KAJ8023392	XP_030845543
KAJ8023456	XP_030845272
KAJ8023584	XP_030845501
KAJ8023648	XP_003728283
KAJ8023712	XP_030844723
KAJ8023744	XP_030845057
KAJ8023936	XP_781490
KAJ8024000	XP_030844764
KAJ8024128	XP_030838487
KAJ8024160	XP_030845390
KAJ8024192	XP_030845222
KAJ8024288	XP_030829377
KAJ8024416	XP_030849189
KAJ8024576	XP_030846194
KAJ8024608	XP_011671054
KAJ8024832	XP_030846636
KAJ8024960	XP_011682216
KAJ8024992	XP_030846085
KAJ8025088	XP_030841037
KAJ8025120	XP_788471
KAJ8025152	XP_784879
KAJ8025184	XP_011675383
KAJ8025216	XP_003726193
KAJ8025248	XP_030834356
KAJ8025344	XP_030842113
KAJ8025440	XP_030842088
KAJ8025504	XP_030842111
KAJ8025664	XP_792162
KAJ8025696	XP_030830223
KAJ8025760	XP_030841772
KAJ8025856	XP_003726382
KAJ8025920	XP_030841297
KAJ8025952	XP_030841477
KAJ8026016	XP_011662642
KAJ8026176	XP_011674268
KAJ8026304	XP_030842177
KAJ8026368	XP_011661109
KAJ8026560	XP_030850446
KAJ8026912	XP_030850334
KAJ8026944	XP_030851081
KAJ8027136	XP_030850353
KAJ8027360	XP_788478
KAJ8027392	XP_011680784
KAJ8027456	XP_030851352
KAJ8027520	XP_791175
KAJ8027712	XP_030852198
KAJ8027840	XP_030836972
KAJ8027872	XP_030834454
KAJ8027904	XP_030837114
KAJ8027936	XP_030836041
KAJ8027968	XP_030836532
KAJ8028064	XP_030836257
KAJ8028192	XP_030836759
KAJ8028224	XP_782876
KAJ8028256	NP_999695
KAJ8028352	XP_788958
KAJ8028448	XP_030836053
KAJ8028512	XP_003729278
KAJ8028544	XP_030836199
KAJ8028576	XP_030836811
KAJ8028608	XP_798313
KAJ8028672	XP_783965
KAJ8028736	XP_788820
KAJ8028768	NP_999686
KAJ8028800	XP_030836906
KAJ8028928	XP_030832961
KAJ8028992	XP_030832925
KAJ8029088	XP_783684
KAJ8029184	XP_030832657
KAJ8029216	XP_030843139
KAJ8029248	XP_030832562
KAJ8029376	XP_030833148
KAJ8029472	XP_030832618
KAJ8029536	XP_030832527
KAJ8029568	XP_030832333
KAJ8029600	XP_011674423
KAJ8029664	XP_030833043
KAJ8029728	XP_003724103
KAJ8029760	XP_030832795
KAJ8029792	XP_030832153
KAJ8029824	XP_030832818
KAJ8029856	XP_030832221
KAJ8029888	XP_003723829
KAJ8029952	XP_030829796
KAJ8029984	XP_011660718
KAJ8030048	XP_795640
KAJ8030208	XP_789676
KAJ8030432	XP_782386
KAJ8030624	XP_030830623
KAJ8030688	XP_030837716
KAJ8030784	XP_030837701
KAJ8030848	XP_030837507
KAJ8030944	XP_782439
KAJ8030976	XP_030837380
KAJ8031104	XP_030838486
KAJ8031232	XP_030837806
KAJ8031264	XP_030838310
KAJ8031296	XP_003726305
KAJ8031360	XP_030837550
KAJ8031392	XP_030843767
KAJ8031648	XP_030843706
KAJ8031744	XP_030845596
KAJ8032416	XP_030844243
KAJ8032448	XP_011672542
KAJ8032608	XP_011672159
KAJ8032832	XP_030839321
KAJ8032864	XP_800406
KAJ8032928	XP_011665012
KAJ8032960	XP_030839105
KAJ8033344	XP_030839467
KAJ8033696	XP_003729128
KAJ8033728	XP_030839136
KAJ8033792	XP_030838989
KAJ8033888	XP_799101
KAJ8034688	XP_030834229
KAJ8034784	XP_030832164
KAJ8034848	XP_030834124
KAJ8035040	XP_791314
KAJ8035360	XP_001199793
KAJ8035392	XP_030839510
KAJ8035520	XP_782060
KAJ8035552	XP_030837796
KAJ8035648	XP_030829459
KAJ8035744	XP_030829414
KAJ8035776	XP_030855850
KAJ8035808	XP_030827922
KAJ8035872	NP_001123282
KAJ8035936	XP_003725204
KAJ8036032	XP_787341
KAJ8036096	XP_030829428
KAJ8036128	XP_011660574
KAJ8036224	XP_030856394
KAJ8036288	XP_782748
KAJ8036352	XP_030842972
KAJ8036416	XP_003729436
KAJ8036448	XP_011673834
KAJ8036512	XP_030828218
KAJ8036672	XP_011674789
KAJ8036736	XP_782054
KAJ8036768	XP_030835845
KAJ8036832	XP_030839986
KAJ8036896	XP_030847187
KAJ8037056	XP_030838432
KAJ8037344	XP_030840618
KAJ8037376	XP_030840932
KAJ8037408	XP_030841009
KAJ8037504	XP_030855679
KAJ8037600	XP_030840310
KAJ8037696	XP_030840021
KAJ8037728	XP_001193367
KAJ8037760	XP_030847088
KAJ8037792	XP_794564
KAJ8037856	XP_030840443
KAJ8038048	XP_030840465
KAJ8038080	XP_011667189
KAJ8038176	XP_030840328
KAJ8038400	XP_011661989
KAJ8038496	XP_030853321
KAJ8038752	XP_030853386
KAJ8038784	XP_789825
KAJ8038880	XP_030853521
KAJ8038912	XP_793564
KAJ8039136	XP_797512
KAJ8039168	XP_030853007
KAJ8039296	XP_030840259
KAJ8039424	XP_030853437
KAJ8039552	XP_030853760
KAJ8039744	XP_030847326
KAJ8039968	XP_030852287
KAJ8040064	XP_030851563
KAJ8040096	XP_003724320
KAJ8040160	XP_030845393
KAJ8040256	XP_030852246
KAJ8040384	XP_030852147
KAJ8040416	XP_030852066
KAJ8040608	XP_786892
KAJ8041024	XP_030852563
KAJ8041152	XP_030831171
KAJ8041184	XP_030833735
KAJ8041344	XP_792799
KAJ8041376	XP_797150
KAJ8041440	XP_011668584
KAJ8041472	XP_790579
KAJ8041536	XP_011667797
KAJ8041600	XP_030831117
KAJ8041664	XP_011678719
KAJ8041696	XP_030831619
KAJ8041792	XP_030831854
KAJ8041824	XP_800041
KAJ8041888	XP_030831118
KAJ8041952	XP_011661652
KAJ8042112	XP_030830652
KAJ8042144	XP_001176938
KAJ8042304	XP_030831313
KAJ8042336	XP_030832052
KAJ8042400	XP_030831674
KAJ8042496	XP_030831094
KAJ8042528	XP_030831661
KAJ8042688	XP_030848224
KAJ8042720	XP_788672
KAJ8042752	XP_030847225
KAJ8043072	XP_011676315
KAJ8043200	XP_789966
KAJ8043520	XP_030831010
KAJ8043584	XP_030828154
KAJ8044064	XP_030847763
KAJ8044096	XP_030847633
KAJ8044128	XP_797352
KAJ8044192	XP_030848321
KAJ8044288	XP_030847924
KAJ8044384	XP_030854360
KAJ8044544	XP_011679090
KAJ8044608	XP_003726778
KAJ8044640	XP_030854812
KAJ8044672	XP_030855243
KAJ8044800	XP_788825
KAJ8044928	XP_030854536
KAJ8045024	XP_030854838
KAJ8045056	XP_788848
KAJ8045088	XP_030855237
KAJ8045152	XP_030838849
KAJ8045184	XP_011680076
KAJ8045248	XP_030854417
KAJ8045312	XP_030854190
KAJ8045344	XP_030855124
KAJ8045536	XP_030833392
KAJ8045568	XP_030854968
KAJ8045632	XP_030854436
KAJ8045664	XP_780420
KAJ8045696	XP_001187877
KAJ8045760	XP_011677134
KAJ8045888	XP_030855592
KAJ8045952	XP_030854382
KAJ8045984	XP_787104
KAJ8046016	XP_030855458
KAJ8046048	XP_030855441
KAJ8046272	XP_030828173
KAJ8046336	NP_001268688
KAJ8046400	XP_030828673
KAJ8046720	XP_011668942
KAJ8046752	XP_030856035
KAJ8046784	XP_030828439
KAJ8046912	XP_030828805
KAJ8046944	XP_797235
KAJ8047008	XP_030829441
KAJ8047072	XP_030828586
KAJ8047104	XP_003724012
KAJ8047136	XP_030856169
KAJ8047168	XP_030828744
KAJ8047264	XP_011677308
KAJ8047296	XP_782815
KAJ8047392	XP_782948
KAJ8047456	NP_999688
KAJ8047520	XP_030828462
KAJ8047584	XP_011679079
KAJ8047616	XP_795397
KAJ8047648	XP_030827793
KAJ8047680	XP_791063
KAJ8047744	XP_030828830
KAJ8047808	XP_030856075
KAJ8047840	XP_011668102
KAJ8048000	XP_030850883
KAJ8048064	XP_030848705
KAJ8048896	XP_030848734
KAJ8049024	XP_003727775
KAJ8049440	XP_030832563
KAJ8050752	NP_999760
KAJ8050944	XP_030849186
KAJ8051040	XP_030849278
KAJ8051104	XP_030849123
KAJ8017473	XP_030851995
KAJ8018177	XP_030834459
KAJ8018465	XP_030836620
KAJ8018529	XP_785380
KAJ8019457	XP_030829831
KAJ8019553	XP_030830529
KAJ8019585	XP_030829719
KAJ8019649	XP_011664251
KAJ8019681	XP_011661127
KAJ8019809	XP_030840831
KAJ8020033	XP_030829695
KAJ8020065	XP_030830033
KAJ8020193	XP_011667325
KAJ8020225	XP_030830765
KAJ8020321	XP_030829715
KAJ8020417	XP_030829854
KAJ8020449	XP_030829998
KAJ8020513	XP_001201177
KAJ8020993	XP_030829926
KAJ8021121	XP_003730202
KAJ8021441	XP_030843112
KAJ8021473	XP_030843176
KAJ8021505	XP_030842959
KAJ8021665	XP_011666749
KAJ8021793	XP_030835139
KAJ8021985	XP_030842703
KAJ8022017	XP_030842354
KAJ8022049	XP_030843279
KAJ8022177	XP_030842392
KAJ8022241	XP_030836200
KAJ8022337	XP_030835525
KAJ8022433	NP_001091929
KAJ8022593	XP_030835179
KAJ8022689	XP_011662526
KAJ8022753	XP_030835843
KAJ8022817	XP_030835275
KAJ8022913	XP_030840794
KAJ8022945	XP_030835949
KAJ8023073	XP_030838181
KAJ8023137	XP_030835611
KAJ8023169	XP_789185
KAJ8023457	XP_011671902
KAJ8023521	XP_030845184
KAJ8023713	XP_003724761
KAJ8023745	XP_030845032
KAJ8023905	XP_030845176
KAJ8023969	XP_030845329
KAJ8024001	XP_030845523
KAJ8024033	XP_785610
KAJ8024065	XP_030845168
KAJ8024097	XP_782851
KAJ8024161	XP_030845487
KAJ8024417	XP_030849345
KAJ8024609	XP_030846456
KAJ8024705	XP_795967
KAJ8024737	XP_030849291
KAJ8024833	XP_030846634
KAJ8024897	XP_792896
KAJ8025057	XP_030830374
KAJ8025153	XP_030846519
KAJ8025217	XP_030845978
KAJ8025281	XP_030845667
KAJ8025313	XP_030846335
KAJ8025345	NP_999660
KAJ8025377	XP_030841158
KAJ8025441	XP_003727802
KAJ8025473	XP_011668372
KAJ8025505	XP_797417
KAJ8025569	XP_001200744
KAJ8025793	XP_030842056
KAJ8025857	XP_030841704
KAJ8025889	XP_030841906
KAJ8025921	XP_030842108
KAJ8025953	XP_030841437
KAJ8026017	XP_011662780
KAJ8026081	XP_030841318
KAJ8026241	XP_030842168
KAJ8026369	XP_030841311
KAJ8026497	XP_003728937
KAJ8026721	XP_030850364
KAJ8026753	XP_030850320
KAJ8026849	XP_011670673
KAJ8026913	XP_030850336
KAJ8026977	XP_030850721
KAJ8027073	XP_030851091
KAJ8027105	XP_030850310
KAJ8027137	XP_030851327
