HOLleu_40989	MGLB19768
HOLleu_32045	MGLB02442
HOLleu_32095	MGLB02294
HOLleu_30546	MGLB02653
HOLleu_30585	MGLB02519
HOLleu_30660	MGLB02845
HOLleu_31662	MGLB02291
HOLleu_31748	MGLB01652
HOLleu_31788	MGLB01649
HOLleu_33854	MGLB04490
HOLleu_34144	MGLB05007
HOLleu_33358	MGLB04144
HOLleu_33400	MGLB04781
HOLleu_33438	MGLB04299
HOLleu_33660	MGLB04868
HOLleu_33737	MGLB04685
HOLleu_33817	MGLB04066
HOLleu_33857	MGLB04147
HOLleu_33901	MGLB04633
HOLleu_33940	MGLB04649
HOLleu_34032	MGLB04819
HOLleu_34189	MGLB04843
HOLleu_31285	MGLB01928
HOLleu_31328	MGLB10944
HOLleu_31424	MGLB02339
HOLleu_31798	MGLB02183
HOLleu_31875	MGLB01623
HOLleu_31918	MGLB01719
HOLleu_32185	MGLB01927
HOLleu_32272	MGLB02350
HOLleu_32602	MGLB01675
HOLleu_32682	MGLB02180
HOLleu_32763	MGLB02469
HOLleu_32848	MGLB02141
HOLleu_29783	MGLB02777
HOLleu_30034	MGLB02922
HOLleu_30118	MGLB02611
HOLleu_30192	MGLB02696
HOLleu_30275	MGLB03301
HOLleu_30358	MGLB03310
HOLleu_30404	MGLB02928
HOLleu_30440	MGLB03073
HOLleu_30558	MGLB02778
HOLleu_30598	MGLB02739
HOLleu_30722	MGLB03384
HOLleu_30768	MGLB02865
HOLleu_30857	MGLB03067
HOLleu_30898	MGLB02632
HOLleu_30937	MGLB03327
HOLleu_30977	MGLB03339
HOLleu_31015	MGLB02781
HOLleu_31060	MGLB03098
HOLleu_31140	MGLB03059
HOLleu_28109	MGLB06017
HOLleu_28266	MGLB06037
HOLleu_28356	MGLB17445
HOLleu_28400	MGLB06264
HOLleu_28445	MGLB06812
HOLleu_28518	MGLB06837
HOLleu_28556	MGLB06457
HOLleu_28633	MGLB06619
HOLleu_28753	MGLB06596
HOLleu_28871	MGLB06183
HOLleu_28914	MGLB06791
HOLleu_28998	MGLB06355
HOLleu_29035	MGLB05938
HOLleu_29112	MGLB12897
HOLleu_29319	MGLB05892
HOLleu_29365	MGLB06295
HOLleu_29404	MGLB06027
HOLleu_29489	MGLB01410
HOLleu_29541	MGLB06397
HOLleu_29621	MGLB06580
HOLleu_26506	MGLB14487
HOLleu_26863	MGLB15127
HOLleu_26975	MGLB14467
HOLleu_07083	MGLB17179
HOLleu_07159	MGLB16957
HOLleu_07326	MGLB16955
HOLleu_07432	MGLB17301
HOLleu_07468	MGLB16400
HOLleu_07658	MGLB16882
HOLleu_07908	MGLB16742
HOLleu_10416	MGLB07951
HOLleu_10640	MGLB07198
HOLleu_10924	MGLB06828
HOLleu_13328	MGLB08515
HOLleu_13366	MGLB08658
HOLleu_41560	MGLB19423
HOLleu_41410	MGLB08192
HOLleu_41461	MGLB19372
HOLleu_04339	MGLB01269
HOLleu_04421	MGLB01824
HOLleu_02987	MGLB14222
HOLleu_37605	MGLB10499
HOLleu_37640	MGLB10616
HOLleu_37760	MGLB10503
HOLleu_37884	MGLB10781
HOLleu_37924	MGLB10617
HOLleu_16310	MGLB13170
HOLleu_16352	MGLB13560
HOLleu_16396	MGLB13449
HOLleu_16471	MGLB07502
HOLleu_16509	MGLB13191
HOLleu_16549	MGLB13779
HOLleu_16758	MGLB13724
HOLleu_16840	MGLB13041
HOLleu_17138	MGLB13342
HOLleu_17227	MGLB20304
HOLleu_14096	MGLB20388
HOLleu_14134	MGLB20420
HOLleu_14255	MGLB20409
HOLleu_14379	MGLB20843
HOLleu_14491	MGLB20200
HOLleu_14656	MGLB12162
HOLleu_14902	MGLB20246
HOLleu_14947	MGLB20323
HOLleu_15121	MGLB20317
HOLleu_15199	MGLB20703
HOLleu_15378	MGLB20788
HOLleu_11923	MGLB10914
HOLleu_11963	MGLB08396
HOLleu_12010	MGLB08741
HOLleu_12295	MGLB09302
HOLleu_12466	MGLB09314
HOLleu_12624	MGLB09330
HOLleu_12663	MGLB08680
HOLleu_12935	MGLB08838
HOLleu_12978	MGLB08484
HOLleu_13059	MGLB19036
HOLleu_13100	MGLB08826
HOLleu_13289	MGLB09247
HOLleu_13447	MGLB09141
HOLleu_13562	MGLB08401
HOLleu_13601	MGLB08409
HOLleu_09422	MGLB07870
HOLleu_09508	MGLB07842
HOLleu_09639	MGLB07186
HOLleu_09672	MGLB07780
HOLleu_09877	MGLB07490
HOLleu_10004	MGLB08072
HOLleu_10184	MGLB07233
HOLleu_10358	MGLB07754
HOLleu_10637	MGLB07954
HOLleu_10880	MGLB07839
HOLleu_11074	MGLB07070
HOLleu_11259	MGLB07918
HOLleu_11464	MGLB06769
HOLleu_11543	MGLB07480
HOLleu_11580	MGLB07330
HOLleu_07200	MGLB19695
HOLleu_07280	MGLB17236
HOLleu_07465	MGLB16817
HOLleu_07569	MGLB16994
HOLleu_07612	MGLB16236
HOLleu_07655	MGLB16361
HOLleu_07699	MGLB17160
HOLleu_07739	MGLB16323
HOLleu_07865	MGLB16527
HOLleu_08133	MGLB16850
HOLleu_08335	MGLB08231
HOLleu_08375	MGLB16038
HOLleu_08451	MGLB16828
HOLleu_08523	MGLB16308
HOLleu_08563	MGLB17082
HOLleu_08675	MGLB16225
HOLleu_08750	MGLB17263
HOLleu_08832	MGLB17245
HOLleu_08874	MGLB17304
HOLleu_09038	MGLB16059
HOLleu_09076	MGLB17069
HOLleu_09254	MGLB16395
HOLleu_04816	MGLB11305
HOLleu_04975	MGLB11482
HOLleu_05221	MGLB11438
HOLleu_05263	MGLB12140
HOLleu_05490	MGLB14805
HOLleu_05531	MGLB12659
HOLleu_05965	MGLB12435
HOLleu_06090	MGLB12639
HOLleu_06139	MGLB11436
HOLleu_06228	MGLB12227
HOLleu_06266	MGLB11757
HOLleu_06453	MGLB11762
HOLleu_06818	MGLB12576
HOLleu_37581	MGLB10447
HOLleu_39556	MGLB18855
HOLleu_29878	MGLB03190
HOLleu_29957	MGLB02497
HOLleu_30002	MGLB02972
HOLleu_32193	MGLB12543
HOLleu_32238	MGLB13014
HOLleu_10300	MGLB07185
HOLleu_06714	MGLB14968
HOLleu_44990	MGLB14040
HOLleu_43533	MGLB03290
HOLleu_41015	MGLB19981
HOLleu_41355	MGLB19462
HOLleu_41641	MGLB01134
HOLleu_41906	MGLB19329
HOLleu_39716	MGLB19275
HOLleu_39804	MGLB19337
HOLleu_39886	MGLB19976
HOLleu_39923	MGLB19386
HOLleu_40001	MGLB19483
HOLleu_40122	MGLB14068
HOLleu_40324	MGLB00435
HOLleu_40652	MGLB19523
HOLleu_40700	MGLB19704
HOLleu_40740	MGLB19562
HOLleu_40900	MGLB08498
HOLleu_38477	MGLB18288
HOLleu_38642	MGLB05027
HOLleu_38688	MGLB18702
HOLleu_39299	MGLB06880
HOLleu_39387	MGLB18271
HOLleu_39623	MGLB18454
HOLleu_37202	MGLB10722
HOLleu_37329	MGLB10626
HOLleu_37366	MGLB10322
HOLleu_37448	MGLB10875
HOLleu_37542	MGLB10882
HOLleu_37656	MGLB10401
HOLleu_37738	MGLB10835
HOLleu_37774	MGLB10777
HOLleu_37942	MGLB10552
HOLleu_38188	MGLB10310
HOLleu_38232	MGLB10208
HOLleu_35824	MGLB17732
HOLleu_35907	MGLB17873
HOLleu_36063	MGLB17813
HOLleu_36143	MGLB13741
HOLleu_36227	MGLB17949
HOLleu_36518	MGLB17368
HOLleu_36601	MGLB17938
HOLleu_36766	MGLB10194
HOLleu_36812	MGLB17645
HOLleu_36851	MGLB18029
HOLleu_36986	MGLB17623
HOLleu_34319	MGLB15743
HOLleu_34520	MGLB08150
HOLleu_34554	MGLB15233
HOLleu_34855	MGLB15526
HOLleu_34989	MGLB15323
HOLleu_35027	MGLB01355
HOLleu_35069	MGLB15941
HOLleu_35196	MGLB15158
HOLleu_35234	MGLB15599
HOLleu_35274	MGLB15178
HOLleu_35359	MGLB15899
HOLleu_32877	MGLB06988
HOLleu_32992	MGLB04575
HOLleu_33080	MGLB04691
HOLleu_33285	MGLB13851
HOLleu_33404	MGLB04951
HOLleu_33529	MGLB04564
HOLleu_33625	MGLB02780
HOLleu_33664	MGLB04118
HOLleu_33941	MGLB10139
HOLleu_34110	MGLB06978
HOLleu_34190	MGLB04453
HOLleu_31426	MGLB01960
HOLleu_31878	MGLB01571
HOLleu_31919	MGLB02061
HOLleu_32186	MGLB02282
HOLleu_32486	MGLB10260
HOLleu_32522	MGLB02277
HOLleu_32603	MGLB01987
HOLleu_32683	MGLB01931
HOLleu_29742	MGLB11320
HOLleu_29784	MGLB09557
HOLleu_29910	MGLB03126
HOLleu_29994	MGLB03040
HOLleu_30035	MGLB03213
HOLleu_30075	MGLB03300
HOLleu_30193	MGLB03309
HOLleu_30359	MGLB03044
HOLleu_30405	MGLB03050
HOLleu_30445	MGLB02647
HOLleu_30559	MGLB02500
HOLleu_30676	MGLB02963
HOLleu_30724	MGLB15042
HOLleu_30812	MGLB02878
HOLleu_30858	MGLB02881
HOLleu_30899	MGLB03078
HOLleu_30978	MGLB02605
HOLleu_31061	MGLB03103
HOLleu_31141	MGLB02964
HOLleu_28187	MGLB06345
HOLleu_28267	MGLB06496
HOLleu_28401	MGLB06014
HOLleu_28519	MGLB06604
HOLleu_28558	MGLB06802
HOLleu_28593	MGLB06659
HOLleu_28754	MGLB06421
HOLleu_28872	MGLB06418
HOLleu_28956	MGLB05949
HOLleu_28999	MGLB05965
HOLleu_29036	MGLB05828
HOLleu_29113	MGLB06755
HOLleu_29193	MGLB06474
HOLleu_29235	MGLB06532
HOLleu_29282	MGLB06416
HOLleu_29320	MGLB06704
HOLleu_29367	MGLB06792
HOLleu_29490	MGLB06080
HOLleu_29542	MGLB06284
HOLleu_29622	MGLB06490
HOLleu_26550	MGLB15126
HOLleu_26864	MGLB15074
HOLleu_27089	MGLB18998
HOLleu_27167	MGLB14591
HOLleu_27289	MGLB15094
HOLleu_27384	MGLB15122
HOLleu_27500	MGLB14785
HOLleu_27547	MGLB14890
HOLleu_27716	MGLB15055
HOLleu_27896	MGLB14910
HOLleu_27941	MGLB14915
HOLleu_27981	MGLB17713
HOLleu_28068	MGLB15089
HOLleu_24567	MGLB05631
HOLleu_24906	MGLB14423
HOLleu_25045	MGLB05784
HOLleu_25977	MGLB02740
HOLleu_26175	MGLB05511
HOLleu_22894	MGLB09740
HOLleu_22933	MGLB09844
HOLleu_23020	MGLB09556
HOLleu_23059	MGLB09777
HOLleu_23552	MGLB09500
HOLleu_24026	MGLB18067
HOLleu_24070	MGLB09542
HOLleu_24152	MGLB15139
HOLleu_24266	MGLB09499
HOLleu_20993	MGLB14218
HOLleu_21857	MGLB03854
HOLleu_22121	MGLB03758
HOLleu_22560	MGLB03530
HOLleu_19265	MGLB14896
HOLleu_19389	MGLB12447
HOLleu_19515	MGLB12616
HOLleu_19552	MGLB11231
HOLleu_19593	MGLB11291
HOLleu_19683	MGLB12325
HOLleu_19766	MGLB12811
HOLleu_19890	MGLB12728
HOLleu_19965	MGLB12060
HOLleu_20139	MGLB11662
HOLleu_20217	MGLB12238
HOLleu_20303	MGLB11155
HOLleu_20337	MGLB11767
HOLleu_20377	MGLB11183
HOLleu_20424	MGLB12090
HOLleu_20511	MGLB12330
HOLleu_20796	MGLB19315
HOLleu_17402	MGLB10553
HOLleu_17476	MGLB09378
HOLleu_17553	MGLB00549
HOLleu_17779	MGLB00635
HOLleu_18141	MGLB00759
HOLleu_18179	MGLB01199
HOLleu_18216	MGLB00475
HOLleu_18332	MGLB00514
HOLleu_18451	MGLB00256
HOLleu_18586	MGLB00295
HOLleu_18619	MGLB00652
HOLleu_18655	MGLB01167
HOLleu_18697	MGLB00984
HOLleu_18782	MGLB00801
HOLleu_18825	MGLB00603
HOLleu_18903	MGLB00259
HOLleu_19021	MGLB00335
HOLleu_19056	MGLB01079
HOLleu_19178	MGLB00859
HOLleu_15820	MGLB13442
HOLleu_15938	MGLB13303
HOLleu_16265	MGLB13254
HOLleu_16311	MGLB13346
HOLleu_16436	MGLB13716
HOLleu_16472	MGLB13613
HOLleu_16510	MGLB13115
HOLleu_16759	MGLB13718
HOLleu_16801	MGLB13676
HOLleu_16964	MGLB13315
HOLleu_17140	MGLB13263
HOLleu_14135	MGLB20931
HOLleu_14256	MGLB20186
HOLleu_14295	MGLB20475
HOLleu_14492	MGLB20693
HOLleu_14657	MGLB20691
HOLleu_14698	MGLB20980
HOLleu_14948	MGLB20212
HOLleu_15077	MGLB12199
HOLleu_15508	MGLB20463
HOLleu_11888	MGLB08792
HOLleu_11924	MGLB08862
HOLleu_12139	MGLB09123
HOLleu_12177	MGLB09287
HOLleu_12251	MGLB16080
HOLleu_12296	MGLB08568
HOLleu_12381	MGLB08990
HOLleu_12467	MGLB09069
HOLleu_12550	MGLB08839
HOLleu_12586	MGLB09230
HOLleu_12699	MGLB08753
HOLleu_12738	MGLB08512
HOLleu_12814	MGLB09014
HOLleu_12895	MGLB08997
HOLleu_12936	MGLB09188
HOLleu_13101	MGLB19645
HOLleu_13135	MGLB09292
HOLleu_13324	MGLB08737
HOLleu_13361	MGLB09146
HOLleu_13448	MGLB08579
HOLleu_13602	MGLB09184
HOLleu_09509	MGLB07834
HOLleu_09560	MGLB07701
HOLleu_09597	MGLB07524
HOLleu_09640	MGLB08002
HOLleu_10005	MGLB07629
HOLleu_10185	MGLB06995
HOLleu_10638	MGLB07604
HOLleu_10752	MGLB07897
HOLleu_11425	MGLB07364
HOLleu_11466	MGLB07539
HOLleu_11509	MGLB11006
HOLleu_11581	MGLB07082
HOLleu_11709	MGLB07723
HOLleu_07117	MGLB17048
HOLleu_07324	MGLB16570
HOLleu_07359	MGLB10602
HOLleu_07394	MGLB16232
HOLleu_07430	MGLB16664
HOLleu_07466	MGLB16134
HOLleu_07656	MGLB17265
HOLleu_07826	MGLB16834
HOLleu_07942	MGLB17331
HOLleu_07982	MGLB16546
HOLleu_08096	MGLB09975
HOLleu_08134	MGLB16089
HOLleu_08217	MGLB17324
HOLleu_08299	MGLB16825
HOLleu_08565	MGLB17201
HOLleu_08602	MGLB16595
HOLleu_08676	MGLB16289
HOLleu_08709	MGLB16588
HOLleu_08751	MGLB16545
HOLleu_08833	MGLB16060
HOLleu_09077	MGLB17057
HOLleu_09124	MGLB19877
HOLleu_09165	MGLB16844
HOLleu_09209	MGLB16502
HOLleu_04976	MGLB12374
HOLleu_05056	MGLB11653
HOLleu_05222	MGLB12279
HOLleu_05491	MGLB11134
HOLleu_05532	MGLB11250
HOLleu_05570	MGLB11122
HOLleu_05750	MGLB12101
HOLleu_05790	MGLB11570
HOLleu_05878	MGLB12357
HOLleu_05968	MGLB11911
HOLleu_06047	MGLB12134
HOLleu_06091	MGLB12046
HOLleu_06229	MGLB12015
HOLleu_06267	MGLB11890
HOLleu_06380	MGLB12241
HOLleu_06454	MGLB12546
HOLleu_06545	MGLB11628
HOLleu_06621	MGLB12587
HOLleu_06658	MGLB11363
HOLleu_06695	MGLB11508
HOLleu_06736	MGLB11341
HOLleu_06819	MGLB12351
HOLleu_06909	MGLB11605
HOLleu_06950	MGLB12629
HOLleu_00145	MGLB09399
HOLleu_00231	MGLB12760
HOLleu_00941	MGLB09549
HOLleu_01400	MGLB14101
HOLleu_01570	MGLB05791
HOLleu_02194	MGLB13961
HOLleu_02356	MGLB03303
HOLleu_03988	MGLB14010
HOLleu_04066	MGLB13832
HOLleu_04333	MGLB14045
HOLleu_04460	MGLB14195
HOLleu_04552	MGLB09377
HOLleu_04590	MGLB00694
HOLleu_45099	MGLB20645
HOLleu_43534	MGLB02757
HOLleu_43437	MGLB20957
HOLleu_41066	MGLB19204
HOLleu_41193	MGLB19822
HOLleu_41234	MGLB19313
HOLleu_41315	MGLB19605
HOLleu_41358	MGLB19597
HOLleu_41868	MGLB19873
HOLleu_41908	MGLB19340
HOLleu_39717	MGLB19102
HOLleu_39758	MGLB19639
HOLleu_39887	MGLB19051
HOLleu_40002	MGLB19140
HOLleu_40040	MGLB19241
HOLleu_40123	MGLB19770
HOLleu_40741	MGLB19934
HOLleu_38478	MGLB09584
HOLleu_38689	MGLB18446
HOLleu_38737	MGLB18729
HOLleu_38935	MGLB18882
HOLleu_39090	MGLB18544
HOLleu_39345	MGLB18577
HOLleu_39388	MGLB15041
HOLleu_39427	MGLB18177
HOLleu_39590	MGLB18848
HOLleu_37081	MGLB02687
HOLleu_37203	MGLB10361
HOLleu_37330	MGLB10382
HOLleu_37543	MGLB10551
HOLleu_37657	MGLB10829
HOLleu_37739	MGLB10639
HOLleu_37817	MGLB10405
HOLleu_37991	MGLB10218
HOLleu_38151	MGLB10520
HOLleu_38233	MGLB10633
HOLleu_38274	MGLB10307
HOLleu_35909	MGLB12873
HOLleu_35984	MGLB17842
HOLleu_36185	MGLB04992
HOLleu_36228	MGLB18014
HOLleu_36274	MGLB17701
HOLleu_36477	MGLB17604
HOLleu_36559	MGLB17981
HOLleu_36600	MGLB17577
HOLleu_36643	MGLB17639
HOLleu_36688	MGLB17724
HOLleu_36727	MGLB12942
HOLleu_36767	MGLB01612
HOLleu_36813	MGLB17593
HOLleu_34320	MGLB01357
HOLleu_34735	MGLB01350
HOLleu_34856	MGLB15234
HOLleu_34944	MGLB15817
HOLleu_35028	MGLB15557
HOLleu_35155	MGLB15991
HOLleu_35275	MGLB15635
HOLleu_35360	MGLB15747
HOLleu_35447	MGLB15704
HOLleu_32879	MGLB04409
HOLleu_32996	MGLB19616
HOLleu_33041	MGLB04107
HOLleu_33081	MGLB10146
HOLleu_33443	MGLB04592
HOLleu_33530	MGLB04544
HOLleu_33587	MGLB04915
HOLleu_33626	MGLB04339
HOLleu_33665	MGLB04883
HOLleu_33744	MGLB04473
HOLleu_33819	MGLB04292
HOLleu_34034	MGLB04456
HOLleu_34191	MGLB04460
HOLleu_31333	MGLB20629
HOLleu_31638	MGLB02394
HOLleu_31679	MGLB01559
HOLleu_31801	MGLB02144
HOLleu_31973	MGLB02119
HOLleu_32108	MGLB02131
HOLleu_32151	MGLB02367
HOLleu_32187	MGLB01587
HOLleu_32230	MGLB04884
HOLleu_32366	MGLB02067
HOLleu_32406	MGLB01561
HOLleu_32567	MGLB02385
HOLleu_32604	MGLB02193
HOLleu_32685	MGLB02219
HOLleu_32850	MGLB01966
HOLleu_29785	MGLB03115
HOLleu_29949	MGLB03183
HOLleu_30036	MGLB03121
HOLleu_30120	MGLB03012
HOLleu_30194	MGLB15783
HOLleu_30277	MGLB03084
HOLleu_30360	MGLB20105
HOLleu_30406	MGLB03282
HOLleu_30446	MGLB03009
HOLleu_30484	MGLB03045
HOLleu_30560	MGLB03239
HOLleu_30677	MGLB02787
HOLleu_30771	MGLB14856
HOLleu_30814	MGLB03233
HOLleu_30979	MGLB02579
HOLleu_31063	MGLB02851
HOLleu_28112	MGLB06728
HOLleu_28151	MGLB06711
HOLleu_28308	MGLB06674
HOLleu_28448	MGLB06528
HOLleu_28520	MGLB06467
HOLleu_28637	MGLB06774
HOLleu_28755	MGLB05901
HOLleu_28873	MGLB06263
HOLleu_28916	MGLB06635
HOLleu_28957	MGLB16198
HOLleu_29195	MGLB06005
HOLleu_29236	MGLB06569
HOLleu_29321	MGLB05832
HOLleu_29491	MGLB06475
HOLleu_29543	MGLB06139
HOLleu_29583	MGLB06494
HOLleu_26468	MGLB12910
HOLleu_26865	MGLB14634
HOLleu_27549	MGLB14725
HOLleu_27599	MGLB14668
HOLleu_27718	MGLB14440
HOLleu_27897	MGLB14453
HOLleu_28070	MGLB15036
HOLleu_24569	MGLB10783
HOLleu_24783	MGLB05356
HOLleu_24907	MGLB13862
HOLleu_25046	MGLB05782
HOLleu_25126	MGLB05698
HOLleu_25219	MGLB05483
HOLleu_25266	MGLB04902
HOLleu_25351	MGLB05556
HOLleu_26019	MGLB16051
HOLleu_22855	MGLB09793
HOLleu_23021	MGLB09432
HOLleu_23060	MGLB09794
HOLleu_23187	MGLB09925
HOLleu_23343	MGLB00078
HOLleu_23554	MGLB09941
HOLleu_23943	MGLB09439
HOLleu_24071	MGLB09519
HOLleu_24154	MGLB03949
HOLleu_21317	MGLB03555
HOLleu_21819	MGLB01905
HOLleu_21859	MGLB03463
HOLleu_21940	MGLB03592
HOLleu_22122	MGLB03855
HOLleu_22561	MGLB03836
HOLleu_22649	MGLB03913
HOLleu_19232	MGLB20769
HOLleu_19516	MGLB11194
HOLleu_19594	MGLB07181
HOLleu_19684	MGLB11529
HOLleu_19853	MGLB11511
HOLleu_20048	MGLB11351
HOLleu_20219	MGLB19095
HOLleu_20304	MGLB12649
HOLleu_20426	MGLB11254
HOLleu_20513	MGLB11639
HOLleu_20554	MGLB11551
HOLleu_20595	MGLB11332
HOLleu_20678	MGLB11347
HOLleu_20716	MGLB10985
HOLleu_17477	MGLB00408
HOLleu_17595	MGLB01022
HOLleu_17780	MGLB00892
HOLleu_17901	MGLB01030
HOLleu_18103	MGLB00836
HOLleu_18180	MGLB00439
HOLleu_18217	MGLB01144
HOLleu_18254	MGLB00350
HOLleu_18294	MGLB08423
HOLleu_18334	MGLB00397
HOLleu_18454	MGLB00721
HOLleu_18656	MGLB00854
HOLleu_18698	MGLB00430
HOLleu_18863	MGLB08237
HOLleu_19022	MGLB00675
HOLleu_19057	MGLB00938
HOLleu_19179	MGLB00831
HOLleu_15557	MGLB13212
HOLleu_15650	MGLB13656
HOLleu_16056	MGLB02353
HOLleu_16266	MGLB13791
HOLleu_16313	MGLB13478
HOLleu_16512	MGLB13360
HOLleu_16551	MGLB13519
HOLleu_16628	MGLB20325
HOLleu_16673	MGLB13205
HOLleu_16760	MGLB13664
HOLleu_16842	MGLB13291
HOLleu_16966	MGLB13290
HOLleu_17141	MGLB13797
HOLleu_17350	MGLB13124
HOLleu_13761	MGLB12786
HOLleu_13806	MGLB20641
HOLleu_13885	MGLB11715
HOLleu_13971	MGLB20982
HOLleu_14014	MGLB20522
HOLleu_14257	MGLB20706
HOLleu_14339	MGLB20194
HOLleu_14381	MGLB20279
HOLleu_14456	MGLB20342
HOLleu_14493	MGLB20205
HOLleu_14580	MGLB20729
HOLleu_14904	MGLB20640
HOLleu_15165	MGLB20902
HOLleu_15334	MGLB20550
HOLleu_15471	MGLB20732
HOLleu_12140	MGLB08956
HOLleu_12178	MGLB08795
HOLleu_12217	MGLB08729
HOLleu_12252	MGLB09150
HOLleu_12297	MGLB08450
HOLleu_12383	MGLB08354
HOLleu_12468	MGLB09159
HOLleu_12551	MGLB08449
HOLleu_12587	MGLB09033
HOLleu_12666	MGLB09264
HOLleu_12700	MGLB08560
HOLleu_12779	MGLB09364
HOLleu_12937	MGLB09042
HOLleu_12980	MGLB08736
HOLleu_13136	MGLB08987
HOLleu_13250	MGLB08358
HOLleu_13326	MGLB08716
HOLleu_13449	MGLB08715
HOLleu_13490	MGLB11383
HOLleu_09562	MGLB08074
HOLleu_09641	MGLB07205
HOLleu_09880	MGLB07935
HOLleu_10007	MGLB07319
HOLleu_10414	MGLB13025
HOLleu_10505	MGLB08015
HOLleu_10691	MGLB00132
HOLleu_10753	MGLB07367
HOLleu_10795	MGLB07959
HOLleu_10882	MGLB08005
HOLleu_11034	MGLB07299
HOLleu_11116	MGLB05439
HOLleu_11169	MGLB07587
HOLleu_11428	MGLB07506
HOLleu_11545	MGLB03093
HOLleu_11582	MGLB07967
HOLleu_11623	MGLB07229
HOLleu_07204	MGLB16434
HOLleu_07325	MGLB17143
HOLleu_07395	MGLB17240
HOLleu_07431	MGLB05700
HOLleu_07467	MGLB17149
HOLleu_07571	MGLB16254
HOLleu_07657	MGLB16166
HOLleu_07741	MGLB16151
HOLleu_07827	MGLB17505
HOLleu_07867	MGLB16262
HOLleu_07944	MGLB16484
HOLleu_07983	MGLB05062
HOLleu_08097	MGLB16115
HOLleu_08135	MGLB16048
HOLleu_08218	MGLB17022
HOLleu_08258	MGLB17511
HOLleu_08300	MGLB17210
HOLleu_08337	MGLB16837
HOLleu_08526	MGLB16899
HOLleu_08677	MGLB17140
HOLleu_08710	MGLB16202
HOLleu_08834	MGLB17305
HOLleu_09040	MGLB16143
HOLleu_09078	MGLB05584
HOLleu_09210	MGLB17151
HOLleu_05223	MGLB12345
HOLleu_05266	MGLB12457
HOLleu_05366	MGLB11785
HOLleu_05453	MGLB12336
HOLleu_05533	MGLB12479
HOLleu_05571	MGLB11899
HOLleu_05618	MGLB11049
HOLleu_05711	MGLB11257
HOLleu_05791	MGLB11792
HOLleu_05969	MGLB11623
HOLleu_06006	MGLB11793
HOLleu_06092	MGLB11102
HOLleu_06142	MGLB09312
HOLleu_06230	MGLB12729
HOLleu_06381	MGLB12476
HOLleu_06457	MGLB11545
HOLleu_06547	MGLB11503
HOLleu_06584	MGLB11720
HOLleu_06622	MGLB11379
HOLleu_06951	MGLB11900
HOLleu_06995	MGLB11225
HOLleu_00019	MGLB14053
HOLleu_01401	MGLB14279
HOLleu_01722	MGLB11113
HOLleu_02655	MGLB13950
HOLleu_02695	MGLB14364
HOLleu_04553	MGLB01257
HOLleu_04680	MGLB13225
HOLleu_45209	MGLB15687
HOLleu_44818	MGLB08093
HOLleu_44522	MGLB08890
HOLleu_44027	MGLB05068
HOLleu_43823	MGLB03893
HOLleu_43582	MGLB08167
HOLleu_43484	MGLB14663
HOLleu_41069	MGLB19651
HOLleu_41110	MGLB19820
HOLleu_41236	MGLB19030
HOLleu_41316	MGLB19019
HOLleu_41359	MGLB19156
HOLleu_41727	MGLB19002
HOLleu_39759	MGLB18984
HOLleu_39807	MGLB19343
HOLleu_39847	MGLB18973
HOLleu_39888	MGLB19147
HOLleu_39925	MGLB19947
HOLleu_40124	MGLB19750
HOLleu_40290	MGLB19771
HOLleu_40365	MGLB19948
HOLleu_40489	MGLB19420
HOLleu_40654	MGLB19128
HOLleu_40820	MGLB19064
HOLleu_38352	MGLB18782
HOLleu_38516	MGLB03993
HOLleu_38595	MGLB11898
HOLleu_38936	MGLB18846
HOLleu_38974	MGLB18167
HOLleu_39016	MGLB12018
HOLleu_39129	MGLB18706
HOLleu_39346	MGLB18591
HOLleu_39389	MGLB18480
HOLleu_39429	MGLB18710
HOLleu_39555	MGLB18786
HOLleu_39591	MGLB18574
HOLleu_37163	MGLB15489
HOLleu_37331	MGLB10233
HOLleu_37450	MGLB10506
HOLleu_37658	MGLB10910
HOLleu_37703	MGLB10850
HOLleu_37740	MGLB10256
HOLleu_37945	MGLB10650
HOLleu_37992	MGLB10920
HOLleu_38152	MGLB10375
HOLleu_38190	MGLB10279
HOLleu_38234	MGLB10705
HOLleu_38275	MGLB10831
HOLleu_35776	MGLB01227
HOLleu_35910	MGLB18028
HOLleu_35985	MGLB05555
HOLleu_36065	MGLB17811
HOLleu_36275	MGLB17591
HOLleu_36398	MGLB17828
HOLleu_36521	MGLB17798
HOLleu_36603	MGLB17863
HOLleu_36644	MGLB17685
HOLleu_36728	MGLB17796
HOLleu_36853	MGLB17819
HOLleu_34321	MGLB15746
HOLleu_34363	MGLB15440
HOLleu_34400	MGLB15224
HOLleu_34599	MGLB15303
HOLleu_34686	MGLB15630
HOLleu_34736	MGLB15477
HOLleu_34857	MGLB15787
HOLleu_34947	MGLB20352
HOLleu_35115	MGLB16007
HOLleu_35320	MGLB12816
HOLleu_35363	MGLB15949
HOLleu_32880	MGLB04968
HOLleu_32997	MGLB04451
HOLleu_33042	MGLB04650
HOLleu_33082	MGLB04974
HOLleu_33287	MGLB04238
HOLleu_33365	MGLB04433
HOLleu_33445	MGLB04702
HOLleu_33531	MGLB04222
HOLleu_33666	MGLB04606
HOLleu_33702	MGLB04146
HOLleu_33746	MGLB04101
HOLleu_33861	MGLB04707
HOLleu_33905	MGLB04163
HOLleu_33999	MGLB06375
HOLleu_34035	MGLB04651
