XP_054747949	XP_003726530
XP_054766843	XP_030846118
XP_054767075	XP_030846612
XP_054767202	XP_030830412
XP_054767536	XP_030846898
XP_054767816	XP_003724514
XP_054767906	XP_030848184
XP_054768091	XP_787402
XP_054768356	XP_030835022
XP_054768580	XP_781407
XP_054768664	XP_011665997
XP_054768730	XP_030843031
XP_054768797	XP_030837495
XP_054768870	XP_011662374
XP_054768955	XP_780944
XP_054769095	XP_001199433
XP_054769217	XP_030843121
XP_054769350	XP_030853707
XP_054769734	XP_030853669
XP_054769934	XP_030853963
XP_054770044	XP_797512
XP_054770186	XP_030830624
XP_054770503	XP_030853554
XP_054770603	XP_003728018
XP_054770777	XP_011683065
XP_054771092	XP_030837518
XP_054771224	XP_030830925
XP_054771335	XP_030838187
XP_054771507	XP_030837709
XP_054771684	XP_782551
XP_054771837	XP_030838849
XP_054772541	XP_011676902
XP_054772596	XP_030839198
XP_054772803	XP_011667079
XP_054773054	XP_030838981
XP_054773621	XP_030835461
XP_054773733	XP_783326
XP_054773828	XP_011662803
XP_054773918	NP_999832
XP_054774092	XP_011663002
XP_054774190	XP_030835118
XP_054774285	XP_030844532
XP_054774374	NP_001011728
XP_054774501	XP_794595
XP_054774880	NP_999781
XP_054775028	XP_030843702
XP_054775693	XP_030843446
XP_063950929	XP_030831215
XP_063950993	XP_011671973
XP_063951025	XP_030831042
XP_063951057	XP_030831318
XP_063951153	XP_030832048
XP_063951345	XP_030831850
XP_063951377	XP_030831553
XP_063951441	XP_030832053
XP_063951473	XP_011660735
XP_063951505	XP_794627
XP_063951633	XP_030848306
XP_063951665	XP_030830683
XP_063951729	XP_030831325
XP_063951793	XP_011683634
XP_063952017	XP_030855918
XP_063952145	XP_030855872
XP_063952273	XP_030856023
XP_063952305	XP_030828844
XP_063952369	XP_030853899
XP_063952465	XP_030828466
XP_063952497	XP_030829342
XP_063952561	XP_001195521
XP_063952689	XP_030856036
XP_063952785	XP_030827845
XP_063952849	XP_030829500
XP_063952881	XP_030829310
XP_063952945	XP_030828669
XP_063953041	XP_030828737
XP_063953073	XP_030828314
XP_063953329	XP_030856211
XP_063953393	XP_030855940
XP_063953457	XP_030828327
XP_063953521	XP_030829049
XP_063953585	XP_785830
XP_063953649	XP_030829145
XP_063953713	XP_030855827
XP_063953777	XP_030844990
XP_063953841	XP_030828363
XP_063953873	XP_030836879
XP_063953905	XP_030828959
XP_063954097	XP_790572
XP_063954129	XP_011670994
XP_063954225	XP_030850838
XP_063954289	XP_030851009
XP_063954417	XP_030828697
XP_063954481	XP_030851037
XP_063954545	XP_030850067
XP_063954705	XP_780699
XP_063954737	XP_030850463
XP_063954801	XP_030849945
XP_063954865	XP_030850597
XP_063954897	XP_030851745
XP_063954993	XP_011669521
XP_063955089	XP_030851299
XP_063955121	XP_030830538
XP_063955153	XP_030837162
XP_063955185	XP_003723319
XP_063955505	XP_011679464
XP_063955601	XP_030836997
XP_063955665	XP_030833097
XP_063955697	XP_030846954
XP_063955825	XP_001197762
XP_063955889	XP_011670229
XP_063955953	XP_011661895
XP_063956017	XP_030832820
XP_063956113	XP_030829946
XP_063956145	XP_011668402
XP_063956177	XP_003725792
XP_063956305	XP_030832949
XP_063956369	XP_790052
XP_063956497	XP_011682054
XP_063956689	XP_030849910
XP_063956753	XP_030849905
XP_063956785	XP_030849254
XP_063956881	XP_030849237
XP_063956913	XP_030837412
XP_063957233	XP_030850944
XP_063957297	XP_030845255
XP_063957425	XP_011674036
XP_063957521	XP_030854469
XP_063957585	XP_030855691
XP_063957617	XP_030855318
XP_063957649	XP_003729701
XP_063957841	XP_011669998
XP_063957873	XP_788825
XP_063957937	XP_030855598
XP_063958065	XP_030855151
XP_063958161	XP_030855229
XP_063958193	XP_011677462
XP_063958225	XP_030855624
XP_063958257	XP_030833376
XP_063958321	XP_030854437
XP_063958481	XP_030854624
XP_063958513	XP_030854190
XP_063958545	XP_030855566
XP_063958577	XP_030854690
XP_063958609	XP_030854754
XP_063958673	XP_030855084
XP_063958737	XP_030855518
XP_063958769	XP_782158
XP_063958897	XP_003727446
XP_063958961	XP_030855416
XP_063959057	XP_001197540
XP_063959409	XP_001199252
XP_063959441	XP_030834393
XP_063959473	XP_030834139
XP_063959601	XP_030834238
XP_063959857	XP_030834503
XP_063959953	XP_030833921
XP_063959985	XP_011660810
XP_063960017	XP_030833772
XP_063960049	XP_784625
XP_063960113	XP_030833588
XP_063960369	XP_011681176
XP_063960401	XP_030830926
XP_063960433	XP_030844712
XP_063960497	XP_783499
XP_063960561	XP_030845155
XP_063960593	XP_030845174
XP_063960625	XP_030845104
XP_063960689	XP_030829635
XP_063960785	XP_003725569
XP_063960817	XP_011665588
XP_063960913	XP_030834788
XP_063960945	NP_001091927
XP_063960977	XP_030845232
XP_063961105	XP_030844800
XP_063961233	XP_030840003
XP_063961297	XP_030840945
XP_063961393	XP_030839765
XP_063961457	XP_003726707
XP_063961585	XP_030840315
XP_063961617	XP_011667835
XP_063961649	XP_030830310
XP_063961745	XP_030840339
XP_063961777	XP_030840635
XP_063961809	XP_030839870
XP_063961841	XP_030840209
XP_063961937	XP_030840139
XP_063962033	XP_003727619
XP_063962097	XP_030840814
XP_063962161	XP_011667976
XP_063962353	XP_786503
XP_063962481	XP_030834013
XP_063962513	XP_030851811
XP_063962577	XP_030851652
XP_063962609	XP_030830504
XP_063962737	XP_030849573
XP_063962769	XP_030851962
XP_063962801	XP_030833334
XP_063962897	XP_030852805
XP_063962993	XP_003728952
XP_063963153	XP_030852018
XP_063963185	XP_030852815
XP_063963217	XP_785108
XP_063963281	XP_030832226
XP_063963313	XP_003729248
XP_063963409	XP_780853
XP_063963537	XP_001190526
XP_063963569	XP_030841417
XP_063963633	XP_011663630
XP_063963697	XP_003724489
XP_063963761	XP_030842047
XP_063963793	XP_030841924
XP_063963857	XP_030842115
XP_063964017	XP_030841705
XP_063964049	XP_030847803
XP_063964113	XP_030841288
XP_063964209	XP_030846632
XP_063964241	XP_030846433
XP_063964401	XP_011667500
XP_063964465	XP_030846801
XP_063964497	XP_783799
XP_063964625	XP_791396
XP_063964657	XP_030846363
XP_063964689	XP_030846071
XP_063964721	XP_030845887
XP_063964753	XP_030846721
XP_063964817	XP_030845639
XP_063964881	XP_030829576
XP_063964977	XP_030846125
XP_063965073	XP_030846243
XP_063965169	XP_030843066
XP_063965201	XP_011675594
XP_063965233	XP_787143
XP_063965361	XP_030842955
XP_063965393	XP_003731589
XP_063965457	XP_030843188
XP_063965521	XP_796143
XP_063965617	XP_030843105
XP_063965713	XP_030852451
XP_063965745	XP_030842817
XP_063965841	XP_003729777
XP_063965873	XP_030842519
XP_063966225	XP_030852953
XP_063966289	XP_011662077
XP_063966449	XP_030853209
XP_063966481	XP_030853896
XP_063966609	XP_011663937
XP_063966673	XP_030847553
XP_063966705	XP_781558
XP_063966769	XP_793600
XP_063966833	XP_030853251
XP_063966865	XP_030853598
XP_063966897	XP_011683575
XP_063966929	XP_030837651
XP_063966961	XP_030838064
XP_063967057	XP_785498
XP_063967089	XP_011682207
XP_063967121	XP_030837627
XP_063967153	XP_003724797
XP_063967249	XP_030837512
XP_063967281	XP_030838166
XP_063967345	XP_030837997
XP_063967409	XP_011681089
XP_063967473	XP_030837606
XP_063967569	XP_030837845
XP_063967601	XP_030838474
XP_063967697	XP_030837608
XP_063967729	XP_030837482
XP_063967793	XP_030838126
XP_063967825	XP_030838879
XP_063967921	XP_011683328
XP_063967985	XP_030847940
XP_063968017	XP_030839012
XP_063968049	XP_030839321
XP_063968081	XP_030839053
XP_063968241	XP_030838506
XP_063968273	XP_030838520
XP_063968337	XP_030838844
XP_063968369	XP_030838723
XP_063968561	XP_030839547
XP_063968593	XP_030838958
XP_063968657	XP_030856393
XP_063968785	XP_030835431
XP_063968817	XP_030835365
XP_063968849	XP_011663675
XP_063968881	XP_787549
XP_063969073	XP_030835790
XP_063969105	XP_030835878
XP_063969265	XP_030835791
XP_063969297	XP_011676620
XP_063969329	XP_797184
XP_063969489	XP_030850926
XP_063969521	XP_003723332
XP_063969649	XP_030835661
XP_063969777	XP_030844247
XP_063969937	XP_030844371
XP_063970001	XP_011679357
XP_063970065	XP_003726443
XP_063970097	XP_001200546
XP_063970161	XP_003730663
XP_063970225	XP_030836320
XP_063970449	XP_011675218
XP_063970513	XP_003730041
XP_063970545	XP_030832115
XP_063970641	XP_030832990
XP_063970673	XP_003724331
XP_063970833	XP_003728357
XP_063970897	XP_030844435
XP_063971217	XP_784071
XP_063971313	XP_003727784
XP_063971409	XP_030830920
XP_063971505	XP_792004
XP_063971633	XP_030847127
XP_063971697	XP_030836939
XP_063971761	XP_030831263
XP_054748002	XP_003725556
XP_054748112	XP_030831204
XP_054748166	XP_784907
XP_054748284	XP_030831336
XP_054748335	XP_030831069
XP_054748410	XP_030831313
XP_054748493	XP_030830947
XP_054748654	NP_999814
XP_054748742	XP_030831182
XP_054748823	XP_030848200
XP_054749095	XP_030848114
XP_054749159	XP_030847869
XP_054749286	XP_030846947
XP_054749472	XP_030847805
XP_054749519	XP_003728633
XP_054749585	XP_030847253
XP_054749707	XP_030841233
XP_054749804	XP_030830255
XP_054749916	XP_030828683
XP_054750063	XP_030828808
XP_054750440	XP_030828553
XP_054750511	NP_999725
XP_054750578	XP_030830183
XP_054750700	XP_011668026
XP_054750759	XP_030856215
XP_054750865	XP_030856176
XP_054750921	XP_030828115
XP_054751026	XP_030827894
XP_054751123	XP_796303
XP_054751166	XP_030828912
XP_054751210	XP_030829284
XP_054751252	XP_789460
XP_054751433	XP_030828197
XP_054751478	XP_003729436
XP_054751540	XP_011668709
XP_054751672	XP_011665590
XP_054751734	XP_791692
XP_054751835	XP_786609
XP_054751885	XP_788853
XP_054751938	XP_789795
XP_054751981	XP_030828752
XP_054752051	XP_030828372
XP_054752110	XP_003729503
XP_054752280	XP_030828789
XP_054752354	XP_781173
XP_054752414	XP_800023
XP_054752495	XP_030829568
XP_054752591	XP_799905
XP_054752658	XP_003729342
XP_054752729	XP_011670099
XP_054752923	XP_787893
XP_054753019	XP_030830541
XP_054753119	XP_030829958
XP_054753181	XP_030851339
XP_054753236	XP_030840929
XP_054753321	XP_003724224
XP_054753381	XP_795503
XP_054753536	XP_030850263
XP_054753733	XP_011683642
XP_054753884	XP_789713
XP_054754136	XP_030837133
XP_054754267	XP_030836465
XP_054754340	XP_003723852
XP_054754474	XP_030832478
XP_054754540	XP_030838489
XP_054754627	XP_030836099
XP_054754751	XP_030836205
XP_054754804	XP_030837156
XP_054754987	XP_003731273
XP_054755040	XP_030836844
XP_054755099	XP_030836813
XP_054755155	XP_030837008
XP_054755215	XP_030837004
XP_054755554	XP_030837142
XP_054755696	XP_030832135
XP_054755854	XP_794287
XP_054755976	XP_030831777
XP_054756032	XP_011674642
XP_054756091	XP_780034
XP_054756175	XP_030833124
XP_054756245	XP_786936
XP_054756310	XP_030832808
XP_054756433	XP_011684124
XP_054756561	XP_030832471
XP_054756691	XP_011677432
XP_054756754	XP_003725000
XP_054756893	XP_011675534
XP_054757005	XP_030830317
XP_054757148	XP_001198681
XP_054757412	XP_030848560
XP_054757606	XP_030848977
XP_054757760	XP_030849245
XP_054757906	XP_787865
XP_054758089	XP_780345
XP_054758224	XP_784617
XP_054758301	XP_030855134
XP_054758367	XP_030855496
XP_054758495	XP_795058
XP_054758573	XP_030854229
XP_054758629	NP_999738
XP_054758703	XP_003726228
XP_054758819	XP_800290
XP_054758881	XP_030854268
XP_054758949	XP_030854549
XP_054759074	XP_030855449
XP_054759126	XP_780937
XP_054759425	XP_003728419
XP_054759594	XP_786481
XP_054759715	XP_030854423
XP_054759784	XP_030855230
XP_054760079	XP_030833353
XP_054760305	XP_030852568
XP_054760477	XP_003726010
XP_054760594	XP_030834707
XP_054760863	XP_030833516
XP_054761344	XP_011671902
XP_054761661	XP_030845135
XP_054761767	XP_011669546
XP_054762419	XP_030839989
XP_054762540	XP_030839960
XP_054762644	XP_030831420
XP_054762712	XP_798253
XP_054762780	XP_030840595
XP_054762915	XP_003725777
XP_054762961	XP_030840162
XP_054763363	XP_011661834
XP_054763423	XP_030840411
XP_054763494	XP_030840953
XP_054763701	XP_030840087
XP_054763884	XP_787777
XP_054763981	XP_003724544
XP_054764123	XP_030851970
XP_054764213	XP_780973
XP_054764307	XP_011681273
XP_054764398	XP_030851905
XP_054764445	XP_011662763
XP_054764525	XP_030835881
XP_054764579	XP_780217
XP_054765256	XP_791905
XP_054765402	XP_030841171
XP_054765920	XP_030848012
XP_054765999	NP_001009577
XP_054766075	XP_796960
XP_054766196	XP_003725257
XP_054766318	XP_030841443
XP_054766415	XP_011678943
XP_054766493	XP_030848574
XP_054766569	XP_011673986
XP_054766627	XP_003727198
XP_054767204	XP_030849711
XP_054767332	XP_780135
XP_054767410	XP_011683123
XP_054767543	NP_001073023
XP_054767688	XP_784212
XP_054767818	XP_030845951
XP_054768188	XP_030843406
XP_054768360	XP_030843067
XP_054768513	XP_001177888
XP_054768582	XP_011675438
XP_054768665	XP_030842787
XP_054768733	XP_011663376
XP_054768799	XP_030847760
XP_054768871	XP_030847284
XP_054768956	XP_781007
XP_054769017	XP_030842781
XP_054769096	XP_800747
XP_054769566	XP_030853970
XP_054769738	XP_783577
XP_054769936	XP_011663188
XP_054770048	XP_030854111
XP_054770188	XP_030852778
XP_054770258	XP_030853282
XP_054770364	XP_011662683
XP_054770507	XP_785514
XP_054770609	XP_030837963
XP_054770692	XP_003723986
XP_054770778	XP_030838400
XP_054771101	XP_030837798
XP_054771227	XP_030838363
XP_054771336	XP_011665488
XP_054771508	XP_782053
XP_054771685	XP_030838278
XP_054771840	XP_792903
XP_054772599	XP_030839713
XP_054772716	XP_030838735
XP_054772804	XP_800460
XP_054773066	XP_030834916
XP_054773166	XP_011661165
XP_054773253	XP_030835258
XP_054773622	XP_030835433
XP_054773921	XP_030839785
XP_054774195	XP_030835147
XP_054774378	XP_030843893
XP_054774502	XP_030830549
XP_054774889	XP_030844376
XP_054775035	XP_030846818
XP_054775220	XP_792235
XP_054775418	XP_030842116
XP_063950962	XP_030831320
XP_063950994	XP_030831055
XP_063951058	XP_011681600
XP_063951090	XP_780031
XP_063951122	XP_030840664
XP_063951346	XP_030830993
XP_063951378	XP_030831419
XP_063951474	XP_011660736
XP_063951506	XP_786660
XP_063951570	XP_800046
XP_063951602	XP_011678921
XP_063951634	XP_790579
XP_063951666	XP_011680539
XP_063951698	XP_793909
XP_063951730	XP_030830966
XP_063951762	XP_030831863
XP_063951794	XP_030831852
XP_063951890	XP_030831010
XP_063952050	XP_030827992
XP_063952082	XP_782159
XP_063952114	XP_030856037
XP_063952146	XP_785933
XP_063952178	XP_030849438
XP_063952306	XP_011681720
XP_063952338	XP_786292
XP_063952434	XP_001176662
XP_063952562	XP_794451
XP_063952594	XP_796904
XP_063952626	NP_001116984
XP_063952722	XP_030828249
XP_063952914	XP_786829
XP_063952946	XP_030829079
XP_063953042	XP_030827882
XP_063953170	XP_030855806
XP_063953330	XP_030828583
XP_063953362	XP_790077
XP_063953394	XP_030855939
XP_063953458	XP_030845469
XP_063953522	XP_030828235
XP_063953586	XP_030828929
XP_063953746	XP_030830393
XP_063953842	XP_030828359
XP_063953874	XP_785736
XP_063953970	XP_030830005
XP_063954002	XP_030827912
XP_063954162	XP_003730450
XP_063954258	XP_030850746
XP_063954418	XP_030850601
XP_063954450	XP_030829988
XP_063954482	XP_011681060
XP_063954514	XP_030851003
XP_063954674	XP_030830042
XP_063954706	XP_030850439
XP_063954738	XP_030850464
XP_063954834	XP_030850600
XP_063954866	XP_030850598
XP_063954930	XP_030850974
XP_063955058	XP_030850219
XP_063955218	XP_030836704
XP_063955314	XP_030836978
XP_063955442	XP_030833104
XP_063955474	XP_783221
XP_063955634	XP_030832333
XP_063955762	XP_030832413
XP_063955794	XP_030833062
XP_063955826	XP_030832575
XP_063955858	XP_030832189
XP_063955954	XP_784241
XP_063956018	XP_030832851
XP_063956082	XP_030832714
XP_063956114	XP_780499
XP_063956146	XP_030832564
XP_063956242	XP_011677424
XP_063956306	XP_030832623
XP_063956338	XP_030836473
XP_063956466	XP_030836878
XP_063956498	XP_030849673
XP_063956562	XP_011670287
XP_063956594	XP_030831063
XP_063956626	XP_030849748
XP_063956722	XP_030849392
XP_063956818	XP_030848570
XP_063956882	XP_011674818
XP_063957010	XP_030848880
XP_063957106	XP_003730871
XP_063957234	XP_001199007
XP_063957362	XP_030831178
XP_063957426	XP_030855221
XP_063957490	XP_001199309
XP_063957522	XP_011675859
XP_063957554	XP_030854202
XP_063957618	XP_030854235
XP_063957746	XP_030829967
XP_063957778	NP_999786
XP_063957906	XP_798188
XP_063957938	XP_011673983
XP_063958002	XP_786121
XP_063958066	XP_030855005
XP_063958162	XP_030855085
XP_063958290	XP_030854427
XP_063958322	XP_787069
XP_063958418	XP_786433
XP_063958450	NP_999754
XP_063958482	XP_030854701
XP_063958610	XP_030854752
XP_063958642	XP_030855367
XP_063958738	XP_791140
XP_063958834	XP_030854989
XP_063958962	XP_796837
XP_063959058	XP_011669425
XP_063959090	XP_030833613
XP_063959186	XP_030834053
XP_063959282	XP_030855547
XP_063959314	XP_003723913
XP_063959442	XP_030834080
XP_063959474	XP_030834137
XP_063959506	XP_030834030
XP_063959538	XP_030834159
XP_063959602	XP_030834239
XP_063959826	XP_030834052
XP_063960018	XP_030833774
XP_063960114	XP_030833460
XP_063960306	XP_030833245
XP_063960498	XP_030829715
XP_063960530	XP_030845510
XP_063960626	XP_030845110
XP_063960690	XP_786805
XP_063960722	XP_003728258
XP_063960818	XP_030830350
XP_063960850	XP_786303
XP_063960882	XP_030845079
XP_063960914	XP_030845326
XP_063960946	XP_781265
XP_063960978	XP_030845237
XP_063961106	XP_790907
XP_063961138	XP_030845573
XP_063961202	XP_030839900
XP_063961234	XP_030839997
XP_063961362	XP_789308
XP_063961394	XP_030839766
XP_063961426	XP_030847215
XP_063961522	XP_030829734
XP_063961618	XP_011660845
XP_063961682	XP_030840609
XP_063961746	XP_787104
XP_063961874	XP_030840257
XP_063961906	XP_030840159
XP_063961970	XP_030840106
XP_063962034	XP_030840880
XP_063962066	XP_030840480
XP_063962130	XP_030840606
XP_063962354	XP_030851949
XP_063962418	XP_030852693
XP_063962450	XP_030851564
XP_063962482	XP_030851952
XP_063962514	XP_001197780
XP_063962610	XP_030848118
XP_063962674	XP_011661353
XP_063962802	XP_030844061
XP_063962962	XP_003731417
XP_063963154	XP_030852457
XP_063963218	XP_030847441
XP_063963538	XP_030842168
XP_063963570	XP_030841389
XP_063963602	XP_011683169
XP_063963634	XP_030841765
XP_063963826	XP_030841560
XP_063963858	XP_003728906
XP_063963986	XP_030841857
XP_063964082	XP_030847518
XP_063964114	XP_030841289
XP_063964242	XP_030845913
XP_063964274	XP_030845914
XP_063964338	XP_030845696
XP_063964466	XP_011660543
XP_063964498	XP_003725111
XP_063964530	XP_030846727
XP_063964658	XP_030849715
XP_063964754	XP_800195
XP_063964850	XP_030845832
XP_063965042	XP_030845948
XP_063965298	XP_030843107
XP_063965362	XP_030842980
XP_063965426	XP_030842612
XP_063965490	XP_030842626
XP_063965522	XP_003726494
XP_063965554	XP_030843086
XP_063965650	XP_030843135
XP_063965714	XP_030843483
XP_063965746	XP_030842944
XP_063965778	XP_030843412
XP_063965842	XP_030842709
XP_063965874	XP_030843200
XP_063965906	XP_030842631
XP_063965970	XP_030847681
XP_063966066	XP_030853548
XP_063966290	XP_030852907
XP_063966322	XP_011664692
XP_063966386	XP_030853503
XP_063966418	XP_030853269
XP_063966482	XP_030853189
XP_063966578	XP_030853299
XP_063966674	XP_030840205
XP_063966706	XP_030853208
XP_063966738	XP_030845868
XP_063966866	XP_030853589
XP_063966930	XP_030838104
XP_063966994	XP_011670932
XP_063967026	XP_030838102
XP_063967090	XP_030838227
XP_063967154	XP_003729749
XP_063967218	XP_797923
XP_063967282	XP_030838167
XP_063967314	XP_030837510
XP_063967378	XP_030833359
XP_063967410	XP_030832710
XP_063967474	XP_792213
XP_063967538	XP_030837784
XP_063967570	XP_011678174
XP_063967634	XP_030838191
XP_063967666	XP_011675498
XP_063967698	XP_030837626
XP_063968306	XP_003725652
XP_063968338	XP_011664298
XP_063968370	NP_001229612
XP_063968498	XP_030839492
XP_063965791	XP_030843344
XP_063962527	XP_030851873
XP_063962559	XP_030852186
XP_063971778	XP_030831117
XP_063971698	XP_792603
XP_063971794	XP_030831141
XP_054748004	XP_030846894
XP_054748113	XP_030831326
XP_054748222	XP_030831430
XP_054748285	XP_030831045
XP_054748414	XP_030831134
XP_054748494	XP_030831460
XP_054748824	XP_030848202
XP_054748917	XP_011671573
XP_054748972	XP_030848273
XP_054749096	XP_001192066
XP_054749161	XP_793611
XP_054749217	XP_001193524
XP_054749290	XP_030847679
XP_054749474	XP_030846974
XP_054749520	XP_003728754
XP_054749586	XP_781932
XP_054749711	XP_030855828
XP_054749806	XP_011682012
XP_054749918	XP_030829321
XP_054750065	XP_030829623
XP_054750205	XP_030830218
XP_054750323	XP_030829199
XP_054750387	XP_030828734
XP_054750443	XP_011676536
XP_054750512	XP_003727686
XP_054750582	XP_011674066
XP_054750639	XP_780165
XP_054750701	XP_003725077
XP_054750760	XP_030830047
XP_054750866	XP_030856178
XP_054750922	XP_030828236
XP_054750973	XP_030830827
XP_054751027	XP_030827896
XP_054751167	XP_796385
XP_054751212	XP_030828624
XP_054751253	XP_003726967
XP_054751325	XP_001198812
XP_054751434	XP_030828507
XP_054751481	XP_030855770
XP_054751542	XP_030853494
XP_054751735	XP_030830586
XP_054751886	XP_030853156
XP_054751940	XP_784522
XP_054751982	XP_785018
XP_054752281	XP_030829352
XP_054752496	XP_030830649
XP_054752659	XP_030851374
XP_054752820	XP_030850964
XP_054752925	XP_011668776
XP_054753023	XP_001198915
XP_054753120	XP_800650
XP_054753182	XP_030851340
XP_054753245	XP_030851362
XP_054753322	XP_030851194
XP_054753382	XP_030851023
XP_054753449	XP_011666825
XP_054753537	XP_030829652
XP_054753736	XP_030829846
XP_054754003	XP_784364
XP_054754138	XP_793771
XP_054754200	XP_030836425
XP_054754341	XP_789770
XP_054754411	XP_030836203
XP_054754630	XP_786686
XP_054754699	XP_030837093
XP_054754809	XP_030836626
XP_054754875	XP_003724649
XP_054754937	XP_030836924
XP_054754990	XP_030832541
XP_054755042	XP_030836850
XP_054755101	XP_030836976
XP_054755156	XP_030837007
XP_054755216	XP_030832182
XP_054755460	XP_030836686
XP_054755563	XP_030837137
XP_054755698	XP_011666306
XP_054755858	XP_030836767
XP_054755977	XP_001176098
XP_054756033	XP_030836918
XP_054756096	XP_011681071
XP_054756176	XP_030832812
XP_054756246	XP_786890
XP_054756313	XP_030832489
XP_054756376	XP_003723829
XP_054756436	XP_003723826
XP_054756509	XP_030832474
XP_054756566	XP_030832703
XP_054756634	XP_789857
XP_054756694	XP_781057
XP_054757157	XP_030848550
XP_054757441	XP_030849188
XP_054757907	XP_787834
XP_054758090	XP_030854513
XP_054758157	XP_030854789
XP_054758227	XP_030854367
XP_054758304	XP_792569
XP_054758503	XP_030828580
XP_054758631	XP_784222
XP_054758704	XP_800745
XP_054758820	XP_030854394
XP_054758950	XP_003726246
XP_054759012	XP_030854688
XP_054759075	XP_003726050
XP_054759248	XP_030854187
XP_054759595	XP_781624
XP_054759716	XP_792402
XP_054759874	XP_003723731
XP_054760485	XP_011662487
XP_054760597	XP_030834197
XP_054761664	XP_030845377
XP_054762285	XP_782851
XP_054762424	XP_030839985
XP_054762545	XP_030839949
XP_054762648	XP_011678972
XP_054762717	XP_003729284
XP_054762785	XP_030840602
XP_054762916	XP_030831896
XP_054763028	XP_003725387
XP_054763118	XP_030840007
XP_054763273	XP_030839867
XP_054763497	XP_030840749
XP_054763704	XP_799003
XP_054763889	XP_003727618
XP_054763986	XP_030852357
XP_054764125	XP_003724415
XP_054764309	XP_030852355
XP_054764531	XP_030835914
XP_054764749	XP_030852142
XP_054764848	XP_003730703
XP_054764913	NP_001229591
XP_054765084	XP_011670549
XP_054765262	XP_011663327
XP_054765464	XP_795278
XP_054765618	XP_030848339
XP_054765921	XP_001198442
XP_054766207	XP_003725256
XP_054766319	XP_030841482
XP_054766370	XP_011667162
XP_054766416	XP_003725185
XP_054766494	XP_030848580
XP_054766570	XP_788177
XP_054766628	XP_003727197
XP_054767080	XP_030845827
XP_054767206	XP_030847031
XP_054767336	XP_795967
XP_054767544	XP_030830051
XP_054767690	XP_030846791
XP_054767820	XP_789337
XP_054767910	XP_030846392
XP_054768003	XP_796151
XP_054768368	XP_030843214
XP_054768583	XP_003725250
XP_054768666	XP_003726696
XP_054768734	XP_003724629
XP_054768876	XP_796692
XP_054768957	XP_030842687
XP_054769019	XP_782784
XP_054769097	XP_030842861
XP_054769354	XP_030854015
XP_054769740	XP_781227
XP_054769937	XP_030853438
XP_054770128	XP_030853140
XP_054770260	XP_030853744
XP_054770510	XP_030853393
XP_054770610	XP_001198332
XP_054770695	XP_030837722
XP_054770782	XP_783242
XP_054771417	XP_030838271
XP_054771511	XP_001180414
XP_054771686	XP_784874
XP_054771756	XP_030837725
XP_054771846	XP_786658
XP_054771954	XP_795427
XP_054772389	NP_001135851
XP_054772543	XP_798084
XP_054772634	XP_794570
XP_054772805	XP_795341
XP_054773073	XP_003730265
XP_054773167	XP_030835032
XP_054773255	XP_030835413
XP_054773623	XP_030835020
XP_054773735	XP_001195223
XP_054773924	XP_782559
XP_054774098	XP_011680486
XP_054774197	XP_030835162
XP_054774379	XP_781636
XP_054774509	XP_030839557
XP_054774890	XP_011676992
XP_054775037	XP_030856281
XP_054775223	XP_796701
XP_054775421	XP_003724868
XP_063950899	XP_003725417
XP_063950995	XP_030831057
XP_063951091	XP_030832046
XP_063951123	XP_030840653
XP_063951219	XP_030830981
XP_063951315	XP_030831261
XP_063951475	XP_030831119
XP_063951507	XP_030831650
XP_063951603	XP_030831527
XP_063951635	XP_030848167
XP_063951667	XP_030848018
XP_063951731	XP_798343
XP_063951891	XP_030830773
XP_063951955	XP_030831522
XP_063952051	XP_030829094
XP_063952083	XP_030828856
XP_063952115	XP_030828545
XP_063952179	XP_030828210
XP_063952339	XP_003727954
XP_063952371	XP_003728624
XP_063952499	XP_030831645
XP_063952595	XP_030827944
XP_063952627	XP_030829197
XP_063952691	XP_011680751
XP_063952787	XP_030829283
XP_063959129	XP_795483
XP_063959417	XP_003725555
XP_063958553	XP_030854294
XP_063958585	XP_011667608
XP_063958649	XP_030855686
XP_063958681	XP_030854263
XP_063958745	XP_030854204
XP_063957849	XP_030854973
XP_063957913	XP_003730463
XP_063957945	XP_030855681
XP_063958041	XP_030855586
XP_063958137	XP_003728420
XP_063966044	XP_795453
XP_063966108	XP_782643
XP_063966140	XP_030844824
XP_063966172	XP_011666753
XP_063966204	XP_030853086
XP_063966236	XP_003726162
XP_054753807	XP_003724546
XP_054754104	XP_011677847
XP_054754165	XP_792159
XP_054754227	XP_001200312
XP_054754297	XP_011661539
XP_054754443	XP_792095
XP_054754666	XP_030836162
XP_054754777	XP_030836254
XP_054754836	XP_030836575
XP_054754898	XP_790953
XP_054755005	XP_030836470
XP_054755059	XP_030836907
XP_054755127	XP_001185801
XP_054755183	XP_030837160
XP_054755261	XP_030837168
XP_054755377	XP_030836074
XP_054755621	XP_030836278
XP_054755910	XP_030832956
XP_054755997	XP_030830550
XP_054756056	XP_030836523
XP_054756194	XP_782052
XP_054756278	XP_783426
XP_054756345	XP_030833254
XP_054756401	XP_791313
XP_054756601	XP_787279
XP_054756655	NP_999811
XP_054758281	XP_030855209
XP_054758416	XP_030855000
XP_054755530	XP_011667293
XP_054755673	XP_030832749
XP_054755836	XP_003723283
XP_054755957	XP_789110
XP_054754126	XP_030836067
